"Display Zoho LiveDesk component on the frontend.","Display Zoho LiveDesk component on the frontend."
"Embed Source Code","Embed Source Code"
"Embed Zoho LiveDesk","Embed Zoho LiveDesk"
"Enable Zoho LiveDesk","Enable Zoho LiveDesk"
"General","General"
"HTML source code for Zoho LiveDesk.","HTML source code for Zoho LiveDesk."
"Praxigento: Embed Zoho LiveDesk Section","Praxigento: Embed Zoho LiveDesk Section"
